asset_id,asset_type,title,section_ref,status,evidence,gaps
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.6,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.7,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.8,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §5.9,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.9,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.11,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.13,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.17,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-SUBSCRIPTION-DELIVERY-001,requirement,Declaration subscriptions drive discover/reflect/receive delivery visibility,1516.1-2010 §6.18,implemented-slice,tests/scenarios/test_target_radar_scenario.py; tests/backends/test_python_backend_time_ddm_extended.py; analysis/two_federate_suite/two_federate_callbacks.csv,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §5.1.5,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §6.1.2,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §6.1.3,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §6.1.4,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-INTERPLAY-001,requirement,DM subscriptions and DDM scope filtering compose before delivery,1516.1-2010 §9,implemented-slice,tests/verification/test_compliance_slice_v011.py::test_ddm_region_filtering_applies_before_timestamp_order_delivery; tests/backends/test_python_backend_time_ddm_extended.py,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §5.1.5,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §6.1.2,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §6.1.3,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §6.1.4,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-OBJECT-SCOPE-001,requirement,Object attribute routing is suppressed while regions are out of scope and resumes when regions overlap,1516.1-2010 §9,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_ddm_object_scope_filter_blocks_out_of_scope_reflects_until_regions_overlap,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §5.1,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §5.1.5,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §6.1.1,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §6.1.3,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-DM-DDM-GATING-001,requirement,"DM or DDM subscription declarations are required before object discovery, attribute reflection, or interaction receipt occurs",1516.1-2010 §6.1.7,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_ddm_subscriptions_gate_discovery_reflect_and_receive_until_declared,
REQ-OM-SCOPE-CALLBACKS-001,requirement,Object-scope transitions emit Attributes In Scope and Attributes Out Of Scope callbacks for known subscribed attributes,1516.1-2010 §6.17,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/subscriptions.py; tests/backends/test_python_backend_time_ddm_extended.py::test_attributes_in_scope_and_out_of_scope_callbacks_track_region_scope_transitions,
REQ-OM-SCOPE-CALLBACKS-001,requirement,Object-scope transitions emit Attributes In Scope and Attributes Out Of Scope callbacks for known subscribed attributes,1516.1-2010 §6.18,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/subscriptions.py; tests/backends/test_python_backend_time_ddm_extended.py::test_attributes_in_scope_and_out_of_scope_callbacks_track_region_scope_transitions,
REQ-OM-SCOPE-CALLBACKS-001,requirement,Object-scope transitions emit Attributes In Scope and Attributes Out Of Scope callbacks for known subscribed attributes,1516.1-2010 §9,implemented-slice,packages/hla-backend-inmemory/src/hla.backends.inmemory/subscriptions.py; tests/backends/test_python_backend_time_ddm_extended.py::test_attributes_in_scope_and_out_of_scope_callbacks_track_region_scope_transitions,
REQ-OM-DISCOVERY-LIFECYCLE-001,requirement,"Object registration, discovery, known-class behavior, and removal form a stable object lifecycle",1516.1-2010 §6.1.1,implemented-slice,tests/scenarios/test_target_radar_scenario.py; analysis/two_federate_suite/two_federate_callbacks.csv; tests/verification/test_compliance_slice_v011.py,Closest-subscribed-superclass and immutable discovered-class semantics are still broader than the present scenario proofs.
REQ-OM-DISCOVERY-LIFECYCLE-001,requirement,"Object registration, discovery, known-class behavior, and removal form a stable object lifecycle",1516.1-2010 §6.8,implemented-slice,tests/scenarios/test_target_radar_scenario.py; analysis/two_federate_suite/two_federate_callbacks.csv; tests/verification/test_compliance_slice_v011.py,Closest-subscribed-superclass and immutable discovered-class semantics are still broader than the present scenario proofs.
REQ-OM-DISCOVERY-LIFECYCLE-001,requirement,"Object registration, discovery, known-class behavior, and removal form a stable object lifecycle",1516.1-2010 §6.9,implemented-slice,tests/scenarios/test_target_radar_scenario.py; analysis/two_federate_suite/two_federate_callbacks.csv; tests/verification/test_compliance_slice_v011.py,Closest-subscribed-superclass and immutable discovered-class semantics are still broader than the present scenario proofs.
REQ-OM-DISCOVERY-LIFECYCLE-001,requirement,"Object registration, discovery, known-class behavior, and removal form a stable object lifecycle",1516.1-2010 §6.15,implemented-slice,tests/scenarios/test_target_radar_scenario.py; analysis/two_federate_suite/two_federate_callbacks.csv; tests/verification/test_compliance_slice_v011.py,Closest-subscribed-superclass and immutable discovered-class semantics are still broader than the present scenario proofs.
REQ-OM-DISCOVERY-CLASS-001,requirement,Discovery chooses the closest subscribed superclass and the discovered class remains stable for later lookups,1516.1-2010 §6.1.1,implemented-slice,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,
REQ-OM-DISCOVERY-CLASS-001,requirement,Discovery chooses the closest subscribed superclass and the discovered class remains stable for later lookups,1516.1-2010 §6.9,implemented-slice,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,
REQ-OM-REQUEST-VALUE-UPDATE-001,requirement,Attribute-value update requests trigger Provide Attribute Value Update at relevant owners,1516.1-2010 §6.19,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_request_attribute_value_update_with_regions_rejects_not_connected_not_joined_invalid_region_and_save_restore; tests/backends/test_python_backend_time_ddm_extended.py,The extracted Clause 6 matrix currently tracks §6.19 explicitly; §6.20 remains linked as callback evidence rather than its own extracted row.
REQ-OM-REQUEST-VALUE-UPDATE-001,requirement,Attribute-value update requests trigger Provide Attribute Value Update at relevant owners,1516.1-2010 §6.20,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_request_attribute_value_update_with_regions_rejects_not_connected_not_joined_invalid_region_and_save_restore; tests/backends/test_python_backend_time_ddm_extended.py,The extracted Clause 6 matrix currently tracks §6.19 explicitly; §6.20 remains linked as callback evidence rather than its own extracted row.
REQ-OM-REQUEST-VALUE-UPDATE-ROUTING-001,requirement,Request Attribute Value Update routes object-target and class-target requests only to relevant owning federates,1516.1-2010 §6.19,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_request_attribute_value_update_routes_only_to_relevant_object_owners,
REQ-OM-REQUEST-VALUE-UPDATE-ROUTING-001,requirement,Request Attribute Value Update routes object-target and class-target requests only to relevant owning federates,1516.1-2010 §6.20,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py::test_request_attribute_value_update_routes_only_to_relevant_object_owners,
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.1.2,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.1.10,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.1.12,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.14,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.16,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.23,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.25,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.27,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-TRANSPORT-SCOPE-001,requirement,"Object-management routing semantics cover transport choice, scope, and local-delete restrictions",1516.1-2010 §6.29,implemented-slice,tests/backends/test_python_backend_time_ddm_extended.py; tests/time/test_mom_mim_time_v10.py,"Transport-type semantics, update-rate reduction, and local-delete/orphan rules still have broader specification language than the current focused runtime slices."
REQ-OM-LOCAL-KNOWLEDGE-001,requirement,Local delete clears only the invoking federate's object knowledge and allows later rediscovery,1516.1-2010 §6.1.6,implemented-slice,tests/backends/test_python_backend_support_services.py::test_local_delete_clears_only_local_knowledge_and_object_can_be_rediscovered,The broader orphan-instance narrative remains larger than this focused local-delete knowledge slice.
REQ-OM-LOCAL-KNOWLEDGE-001,requirement,Local delete clears only the invoking federate's object knowledge and allows later rediscovery,1516.1-2010 §6.16,implemented-slice,tests/backends/test_python_backend_support_services.py::test_local_delete_clears_only_local_knowledge_and_object_can_be_rediscovered,The broader orphan-instance narrative remains larger than this focused local-delete knowledge slice.
REQ-OM-ORPHAN-KNOWLEDGE-001,requirement,An ownerless object instance remains discoverable to a joined federate until that federate locally deletes it,1516.1-2010 §6.1.6,implemented-slice,tests/backends/test_python_backend_support_services.py::test_orphan_object_remains_discovered_until_local_delete_clears_only_local_knowledge,"This slice covers known-object behavior for orphaned instances, not the entire orphan-object lifecycle narrative."
REQ-OM-ORPHAN-KNOWLEDGE-001,requirement,An ownerless object instance remains discoverable to a joined federate until that federate locally deletes it,1516.1-2010 §6.16,implemented-slice,tests/backends/test_python_backend_support_services.py::test_orphan_object_remains_discovered_until_local_delete_clears_only_local_knowledge,"This slice covers known-object behavior for orphaned instances, not the entire orphan-object lifecycle narrative."
REQ-OM-ORPHAN-LIFECYCLE-001,requirement,"An orphaned object remains discoverable to existing and late subscribers, supports local-delete knowledge clearing, and is removed globally only by explicit delete",1516.1-2010 §6.1.6,implemented-slice,tests/backends/test_python_backend_support_services.py::test_orphan_object_lifecycle_supports_late_discovery_local_delete_and_global_remove,
REQ-OM-ORPHAN-LIFECYCLE-001,requirement,"An orphaned object remains discoverable to existing and late subscribers, supports local-delete knowledge clearing, and is removed globally only by explicit delete",1516.1-2010 §6.14,implemented-slice,tests/backends/test_python_backend_support_services.py::test_orphan_object_lifecycle_supports_late_discovery_local_delete_and_global_remove,
REQ-OM-ORPHAN-LIFECYCLE-001,requirement,"An orphaned object remains discoverable to existing and late subscribers, supports local-delete knowledge clearing, and is removed globally only by explicit delete",1516.1-2010 §6.15,implemented-slice,tests/backends/test_python_backend_support_services.py::test_orphan_object_lifecycle_supports_late_discovery_local_delete_and_global_remove,
REQ-OM-ORPHAN-LIFECYCLE-001,requirement,"An orphaned object remains discoverable to existing and late subscribers, supports local-delete knowledge clearing, and is removed globally only by explicit delete",1516.1-2010 §6.16,implemented-slice,tests/backends/test_python_backend_support_services.py::test_orphan_object_lifecycle_supports_late_discovery_local_delete_and_global_remove,
REQ-OM-ATTRIBUTE-RELEVANCE-001,requirement,"Attribute relevance is determined from the combination of publication, subscription, ownership, and DDM scope on a single object instance",1516.1-2010 §6.1.5,implemented-slice,tests/backends/test_python_backend_support_services.py::test_attribute_relevance_combines_publication_subscription_ownership_and_scope,
REQ-OM-TIMED-DELETE-REMOVE-001,requirement,A timestamped delete removes the object from federation knowledge only after the time-managed remove callback is delivered,1516.1-2010 §6.14,implemented-slice,tests/backends/test_python_backend_support_services.py::test_time_managed_delete_defers_remove_until_grant_and_then_clears_known_object,
REQ-OM-TIMED-DELETE-REMOVE-001,requirement,A timestamped delete removes the object from federation knowledge only after the time-managed remove callback is delivered,1516.1-2010 §6.15,implemented-slice,tests/backends/test_python_backend_support_services.py::test_time_managed_delete_defers_remove_until_grant_and_then_clears_known_object,
REQ-OM-TIMED-DELETE-REMOVE-001,requirement,A timestamped delete removes the object from federation knowledge only after the time-managed remove callback is delivered,1516.1-2010 §8,implemented-slice,tests/backends/test_python_backend_support_services.py::test_time_managed_delete_defers_remove_until_grant_and_then_clears_known_object,
REQ-OM-UPDATE-RATE-001,requirement,"Subscribed and FOM-declared update-rate settings throttle eligible reflected updates across direct, inherited, and regioned subscriptions without suppressing receive-order delivery that has no logical-time basis",1516.1-2010 §5.1.6,implemented-slice,tests/backends/test_python_backend_support_services.py::test_update_rate_designator_throttles_timed_reflects; tests/backends/test_python_backend_support_services.py::test_update_rate_designator_does_not_suppress_receive_order_updates; tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions,"Current proof covers explicit designators plus FOM-declared defaults for direct, inherited, and regioned subscriptions, along with explicit receive-order non-suppression when no logical-time basis exists. Broader vendor-style policies outside this backend's logical-time-driven model remain out of scope."
REQ-OM-UPDATE-RATE-001,requirement,"Subscribed and FOM-declared update-rate settings throttle eligible reflected updates across direct, inherited, and regioned subscriptions without suppressing receive-order delivery that has no logical-time basis",1516.1-2010 §6.1.12,implemented-slice,tests/backends/test_python_backend_support_services.py::test_update_rate_designator_throttles_timed_reflects; tests/backends/test_python_backend_support_services.py::test_update_rate_designator_does_not_suppress_receive_order_updates; tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions,"Current proof covers explicit designators plus FOM-declared defaults for direct, inherited, and regioned subscriptions, along with explicit receive-order non-suppression when no logical-time basis exists. Broader vendor-style policies outside this backend's logical-time-driven model remain out of scope."
REQ-OM-REFLECT-KNOWN-CLASS-001,requirement,Reflected attributes are reported using the subscriber's known discovered class handles,1516.1-2010 §6.11,implemented-slice,tests/backends/test_python_backend_support_services.py::test_reflect_attributes_are_mapped_to_known_discovered_class_handles,
REQ-DM-TIME-INDEPENDENCE-001,requirement,Declaration-management publication and subscription state takes effect even while federates are time managed,1516.1-2010 §5.1,implemented-slice,tests/backends/test_python_backend_object_ownership_extended.py::test_declaration_management_effects_apply_while_time_managed,
REQ-DM-TIME-INDEPENDENCE-001,requirement,Declaration-management publication and subscription state takes effect even while federates are time managed,1516.1-2010 §8,implemented-slice,tests/backends/test_python_backend_object_ownership_extended.py::test_declaration_management_effects_apply_while_time_managed,
REQ-DM-UNPUBLISH-OBJECT-001,requirement,Unpublishing object-class attributes removes the federate's ability to perform strict updates for those attributes,1516.1-2010 §5.3,implemented-slice,tests/backends/test_python_backend_object_ownership_extended.py::test_unpublishing_object_class_attributes_prevents_strict_updates,
