requirement_id,standard,clause,family,requirement_text,source_type,implementation_area,verification_method,test_id,status
HLA1516.1-FM-4.1-001,IEEE 1516.1-2010,4.1,FM,RTI shall support federate connection federation creation federation joining resignation and disconnection as distinct lifecycle states,shall,federation_lifecycle,stateful integration tests,,mapped
HLA1516.1-FM-4.1-002,IEEE 1516.1-2010,4.1,FM,A federate shall connect before creating or joining a federation execution,shall,federation_lifecycle,integration test,test_join_federation_execution_requires_connection,mapped
HLA1516.1-FM-4.1-003,IEEE 1516.1-2010,4.1,FM,A federate shall disconnect when it has resigned and has no further intent to create or join federation executions,shall,federation_lifecycle,integration test,test_disconnect_requires_resign_and_marks_backend_not_connected,mapped
HLA1516.1-FM-4.1-004,IEEE 1516.1-2010,4.1,FM,RTI shall support callback delivery according to the selected callback model,shall,callback_control,integration test,test_join_and_resign_reject_calls_from_within_callback,mapped
HLA1516.1-FM-4.1-005,IEEE 1516.1-2010,4.1,FM,RTI shall allow one application to participate as multiple joined federates,shall,federation_lifecycle,integration test,,planned
HLA1516.1-FM-4.1-006,IEEE 1516.1-2010,4.1,FM,RTI shall allow one application to participate in multiple federation executions,shall,federation_lifecycle,integration test,,planned
HLA1516.1-FM-4.1.2-001,IEEE 1516.1-2010,4.1.2,FM,RTI shall support federation save and restore coordination,shall,save_restore,integration test,test_scheduled_save_waits_for_time_and_restore_reinstates_time_state,mapped
HLA1516.1-FM-4.1.2-002,IEEE 1516.1-2010,4.1.2,FM,RTI shall preserve queued messages required for federation save restore,shall,save_restore,integration test,,planned
HLA1516.1-FM-4.1.3-001,IEEE 1516.1-2010,4.1.3,FM,RTI shall track each synchronization point independently,shall,synchronization,integration test,test_synchronization_points_and_save_status_callbacks,mapped
HLA1516.1-FM-4.1.4-001,IEEE 1516.1-2010,4.1.4,FM,RTI shall retain and combine FOM Document Data from FOM modules,shall,fom_merge,integration test,,mapped
HLA1516.1-FM-4.1.4-002,IEEE 1516.1-2010,4.1.4,FM,RTI shall provide the standard MIM automatically when required,shall,mim_loading,integration test,,mapped
HLA1516.1-FM-4.1.4.1-001,IEEE 1516.1-2010,4.1.4.1,FM,RTI shall reject invalid or incompatible FOM modules,shall,fom_validation,integration test,test_conflicting_time_implementations_are_rejected,mapped
HLA1516.1-FM-4.1.4.1-002,IEEE 1516.1-2010,4.1.4.1,FM,If a FOM module or MIM definition is rejected the RTI shall reject it in entirety,shall,fom_validation,negative integration test,,planned
HLA1516.1-FM-4.1.4.2-001,IEEE 1516.1-2010,4.1.4.2,FM,RTI shall provide access to the current FDD individual FOM modules and the MIM,shall,fom_reporting,integration test,test_mom_fom_module_request_reports_requested_module_payload,mapped
HLA1516.1-FM-4.1.5-001,IEEE 1516.1-2010,4.1.5,FM,RTI shall detect lost federates and report them through MOM,shall,connection_management,observer verification slice,,planned
HLA1516.1-FM-4.1.5-002,IEEE 1516.1-2010,4.1.5,FM,RTI shall resign lost federates using the current automatic resign directive,shall,connection_management,integration test,,planned
HLA1516.1-FM-4.2-001,IEEE 1516.1-2010,4.2,FM,RTI shall provide a Connect service,shall,federation_lifecycle,service verification,test_requirements_ledger_covers_generated_api_surface,mapped
HLA1516.1-FM-4.3-001,IEEE 1516.1-2010,4.3,FM,RTI shall provide a Disconnect service,shall,federation_lifecycle,service verification,test_disconnect_requires_resign_and_marks_backend_not_connected,mapped
HLA1516.1-FM-4.5-001,IEEE 1516.1-2010,4.5,FM,RTI shall provide Create Federation Execution,shall,federation_lifecycle,service verification,test_requirements_ledger_covers_generated_api_surface,mapped
HLA1516.1-FM-4.6-001,IEEE 1516.1-2010,4.6,FM,RTI shall provide Destroy Federation Execution,shall,federation_lifecycle,service verification,test_destroy_federation_execution_requires_no_joined_federates,mapped
HLA1516.1-FM-4.9-001,IEEE 1516.1-2010,4.9,FM,RTI shall provide Join Federation Execution,shall,federation_lifecycle,service verification,test_join_federation_execution_requires_connection,mapped
HLA1516.1-FM-4.10-001,IEEE 1516.1-2010,4.10,FM,RTI shall provide Resign Federation Execution,shall,federation_lifecycle,service verification,test_resign_federation_execution_rejects_not_connected_and_not_joined,mapped
HLA1516.1-FM-4.11-001,IEEE 1516.1-2010,4.11,FM,RTI shall provide Register Federation Synchronization Point,shall,synchronization,service verification,test_register_federation_synchronization_point_rejects_not_connected_and_not_joined,mapped
HLA1516.1-FM-4.12-001,IEEE 1516.1-2010,4.12,FM,RTI shall confirm federation synchronization point registration success or failure,shall,synchronization,callback and integration test,test_register_federation_synchronization_point_reports_duplicate_and_invalid_target_failures,mapped
HLA1516.1-FM-4.13-001,IEEE 1516.1-2010,4.13,FM,RTI shall announce synchronization points to the appropriate federates,shall,synchronization,callback and integration test,test_whole_federation_synchronization_announces_late_joiner_before_completion,mapped
HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,RTI shall provide Synchronization Point Achieved,shall,synchronization,service verification,test_synchronization_point_achieved_rejects_not_connected_not_joined_and_unknown_label,mapped
HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,RTI shall notify federates when a synchronization point is achieved federation wide,shall,synchronization,callback and integration test,test_startup_helper_connects_joins_and_completes_ready_to_run_sync_point,mapped
HLA1516.1-FM-4.15-002,IEEE 1516.1-2010,4.15,FM,RTI shall not invoke federationSynchronized until all required federates for an open whole-federation synchronization point have achieved the point,shall not,synchronization,negative callback test,test_core_time_and_sync_compliance_smoke_covers_late_join_sync_and_time_controls,mapped
HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,RTI shall provide Request Federation Save,shall,save_restore,service verification,test_request_federation_save_rejects_not_connected_and_not_joined,mapped
HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,RTI shall notify each participating federate to initiate save,shall,save_restore,callback and integration test,test_synchronization_points_and_save_status_callbacks,mapped
HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,RTI shall provide Federate Save Begun,shall,save_restore,service verification,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save,mapped
HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,RTI shall provide Federate Save Complete and Federate Save Not Complete,shall,save_restore,service verification,test_federate_save_complete_and_not_complete_reject_missing_save,mapped
HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,RTI shall report Federation Saved or Federation Not Saved according to save outcome,shall,save_restore,callback and integration test,test_save_failure_reports_federation_not_saved_and_clears_status,mapped
HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,RTI shall provide Abort Federation Save,shall,save_restore,service verification,test_abort_federation_save_requires_save_in_progress,mapped
HLA1516.1-FM-4.22-001,IEEE 1516.1-2010,4.22,FM,RTI shall provide Query Federation Save Status,shall,save_restore,service verification,test_query_federation_save_status_rejects_not_connected_and_not_joined,mapped
HLA1516.1-FM-4.23-001,IEEE 1516.1-2010,4.23,FM,RTI shall report federation save status through Federation Save Status Response,shall,save_restore,callback and integration test,test_synchronization_points_and_save_status_callbacks,mapped
HLA1516.1-FM-4.24-001,IEEE 1516.1-2010,4.24,FM,RTI shall provide Request Federation Restore,shall,save_restore,service verification,test_request_federation_restore_rejects_not_connected_not_joined_and_save_restore_in_progress,mapped
HLA1516.1-FM-4.25-001,IEEE 1516.1-2010,4.25,FM,RTI shall confirm federation restoration request success or failure,shall,save_restore,callback and integration test,test_request_federation_restore_failed_is_reported_for_unknown_save_label,mapped
HLA1516.1-FM-4.26-001,IEEE 1516.1-2010,4.26,FM,RTI shall report when federation restore has begun,shall,save_restore,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped
HLA1516.1-FM-4.27-001,IEEE 1516.1-2010,4.27,FM,RTI shall notify each participating federate to initiate restore,shall,save_restore,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped
HLA1516.1-FM-4.28-001,IEEE 1516.1-2010,4.28,FM,RTI shall provide Federate Restore Complete and Federate Restore Not Complete,shall,save_restore,service verification,test_federate_restore_complete_and_not_complete_reject_missing_restore,mapped
HLA1516.1-FM-4.29-001,IEEE 1516.1-2010,4.29,FM,RTI shall report Federation Restored or Federation Not Restored according to restore outcome,shall,save_restore,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped
HLA1516.1-FM-4.30-001,IEEE 1516.1-2010,4.30,FM,RTI shall provide Abort Federation Restore,shall,save_restore,service verification,test_abort_federation_restore_requires_restore_in_progress,mapped
HLA1516.1-FM-4.31-001,IEEE 1516.1-2010,4.31,FM,RTI shall provide Query Federation Restore Status,shall,save_restore,service verification,test_query_federation_restore_status_rejects_not_connected_and_not_joined,mapped
HLA1516.1-FM-4.32-001,IEEE 1516.1-2010,4.32,FM,RTI shall report federation restore status through Federation Restore Status Response,shall,save_restore,callback and integration test,test_restore_status_response_and_failure_callback_paths,mapped
HLA1516.1-TM-8.1-001,IEEE 1516.1-2010,8.1,TM,RTI shall represent modeled time as points on the HLA time axis,shall,time_management,unit plus integration tests,,mapped
HLA1516.1-TM-8.1-002,IEEE 1516.1-2010,8.1,TM,RTI shall coordinate logical time advancement with object updates and interactions,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.1-001,IEEE 1516.1-2010,8.1.1,TM,RTI shall treat attribute updates interactions object deletes and DDM region messages as HLA messages,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.2-001,IEEE 1516.1-2010,8.1.2,TM,Each message shall be either timestamp order TSO or receive order RO,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.2-002,IEEE 1516.1-2010,8.1.2,TM,RTI shall determine sent message order type from preferred order type timestamp presence and federate time status,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.2-003,IEEE 1516.1-2010,8.1.2,TM,RTI shall never convert RO messages into received TSO messages,shall,time_management,integration test,,planned
HLA1516.1-TM-8.1.2-004,IEEE 1516.1-2010,8.1.2,TM,RTI shall deliver received TSO messages in timestamp order except where flush queue behavior applies,shall,time_management,integration test,test_timestamp_ordered_updates_are_delivered_by_time_advance_order,mapped
HLA1516.1-TM-8.1.3-001,IEEE 1516.1-2010,8.1.3,TM,Each joined federate shall have a logical time,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.3-002,IEEE 1516.1-2010,8.1.3,TM,A joined federate logical time shall only advance,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.3-003,IEEE 1516.1-2010,8.1.3,TM,RTI shall advance logical time only by issuing Time Advance Grant,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.4-001,IEEE 1516.1-2010,8.1.4,TM,Only time regulating federates may send TSO messages,shall,time_management,negative integration test,test_timestamped_send_requires_time_regulation_and_lookahead_bound,mapped
HLA1516.1-TM-8.1.4-002,IEEE 1516.1-2010,8.1.4,TM,A time regulating federate shall provide nonnegative lookahead,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.1.4-003,IEEE 1516.1-2010,8.1.4,TM,A time regulating federate shall not send TSO messages earlier than allowed by logical time plus lookahead,shall,time_management,negative integration test,test_timestamped_send_requires_time_regulation_and_lookahead_bound,mapped
HLA1516.1-TM-8.1.5-001,IEEE 1516.1-2010,8.1.5,TM,Only time constrained federates may receive TSO messages,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.5-002,IEEE 1516.1-2010,8.1.5,TM,RTI shall use GALT to constrain time advancement,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.1.5-003,IEEE 1516.1-2010,8.1.5,TM,RTI shall expose LITS semantics for least incoming timestamp,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.1.6-001,IEEE 1516.1-2010,8.1.6,TM,RTI shall support time advance request services and grant only when delivery guarantees are satisfied,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.1.7-001,IEEE 1516.1-2010,8.1.7,TM,RTI shall queue pending TSO and RO messages until eligible for delivery,shall,time_management,integration test,,mapped
HLA1516.1-TM-8.2-001,IEEE 1516.1-2010,8.2,TM,RTI shall provide Enable Time Regulation,shall,time_management,service verification,test_requirements_ledger_covers_generated_api_surface,mapped
HLA1516.1-TM-8.2-002,IEEE 1516.1-2010,8.2,TM,RTI shall invoke timeRegulationEnabled when Enable Time Regulation succeeds,shall,time_management,callback and integration test,test_section8_core_time_management_surface_covers_callbacks_states_and_grants,mapped
HLA1516.1-TM-8.2-003,IEEE 1516.1-2010,8.2,TM,RTI shall not invoke timeRegulationEnabled when Enable Time Regulation is rejected,shall not,time_management,negative callback test,test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped
HLA1516.1-TM-8.4-001,IEEE 1516.1-2010,8.4,TM,RTI shall provide Disable Time Regulation,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.5-001,IEEE 1516.1-2010,8.5,TM,RTI shall provide Enable Time Constrained,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.5-002,IEEE 1516.1-2010,8.5,TM,RTI shall invoke timeConstrainedEnabled when Enable Time Constrained succeeds,shall,time_management,callback and integration test,test_section8_core_time_management_surface_covers_callbacks_states_and_grants,mapped
HLA1516.1-TM-8.5-003,IEEE 1516.1-2010,8.5,TM,RTI shall not invoke timeConstrainedEnabled when Enable Time Constrained is rejected,shall not,time_management,negative callback test,test_time_enable_callbacks_are_not_emitted_on_failed_requests,mapped
HLA1516.1-TM-8.7-001,IEEE 1516.1-2010,8.7,TM,RTI shall provide Disable Time Constrained,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.8-001,IEEE 1516.1-2010,8.8,TM,RTI shall provide Time Advance Request,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.8-002,IEEE 1516.1-2010,8.8,TM,RTI shall invoke Time Advance Grant when a Time Advance Request succeeds and grant conditions are satisfied,shall,time_management,callback and integration test,test_section8_core_time_management_surface_covers_callbacks_states_and_grants,mapped
HLA1516.1-TM-8.8-003,IEEE 1516.1-2010,8.8,TM,RTI shall not invoke Time Advance Grant before a Time Advance Request becomes eligible to grant or when the request is rejected,shall not,time_management,negative callback test,test_time_advance_request_waits_at_galt_boundary_but_available_request_can_grant_equal_galt,mapped
HLA1516.1-TM-8.10-001,IEEE 1516.1-2010,8.10,TM,RTI shall provide Next Message Request,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.12-001,IEEE 1516.1-2010,8.12,TM,RTI shall provide Flush Queue Request,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.16-001,IEEE 1516.1-2010,8.16,TM,RTI shall provide Query GALT,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.17-001,IEEE 1516.1-2010,8.17,TM,RTI shall provide Query Logical Time,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.18-001,IEEE 1516.1-2010,8.18,TM,RTI shall provide Query LITS,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.19-001,IEEE 1516.1-2010,8.19,TM,RTI shall provide Modify Lookahead,shall,time_management,service verification,,mapped
HLA1516.1-TM-8.21-001,IEEE 1516.1-2010,8.21,TM,RTI shall provide Retract,shall,time_management,service verification,test_tso_message_retraction_prevents_later_delivery,mapped
HLA1516.1-MOM-11.1-001,IEEE 1516.1-2010,11.1,MOM,RTI shall expose management information through standard MOM objects and interactions,shall,mom_runtime,verification slice,test_mom_observer_slice_reconstructs_federate_object_discovery_and_reflection,mapped
HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010,11.1,MOM,MOM shall use the OMT format,shall,mom_catalog,verification slice,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.1-003,IEEE 1516.1-2010,11.1,MOM,FDD for a federation execution shall include all MOM elements,shall,mom_catalog,integration test,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010,11.1,MOM,MOM object classes interaction classes attributes and parameters shall be predefined in the FDD,shall,mom_catalog,integration test,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.1-005,IEEE 1516.1-2010,11.1,MOM,MOM definitions shall not be revised though they may be extended,shall,mom_catalog,catalog extension test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration,mapped
HLA1516.1-MOM-11.2-001,IEEE 1516.1-2010,11.2,MOM,RTI shall publish MOM object classes required by the standard,shall,mom_runtime,integration test,test_standard_mim_object_classes_are_loaded_and_mom_attributes_are_reflected,mapped
HLA1516.1-MOM-11.2-002,IEEE 1516.1-2010,11.2,MOM,RTI shall register one MOM federate object instance for each joined federate,shall,mom_runtime,observer verification slice,test_mom_observer_slice_reconstructs_federate_object_discovery_and_reflection,mapped
HLA1516.1-MOM-11.2-003,IEEE 1516.1-2010,11.2,MOM,RTI shall register one MOM federation object instance for the federation execution,shall,mom_runtime,integration test,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.2-004,IEEE 1516.1-2010,11.2,MOM,RTI shall periodically update MOM object attributes according to timing data,shall,mom_runtime,integration test,test_standard_mim_object_classes_are_loaded_and_mom_attributes_are_reflected,mapped
HLA1516.1-MOM-11.2.1-001,IEEE 1516.1-2010,11.2.1,MOM,MOM object classes may be extended by subclasses or additional attributes,may,mom_catalog,catalog extension test,test_merge_allows_extending_standard_mom_classes_with_subclasses_and_attributes,mapped
HLA1516.1-MOM-11.2.1-002,IEEE 1516.1-2010,11.2.1,MOM,RTI shall not subscribe to any MOM object class,shall not,mom_runtime,negative integration test,test_mom_runtime_uses_no_hidden_rti_side_subscriptions,mapped
HLA1516.1-MOM-11.2.1-003,IEEE 1516.1-2010,11.2.1,MOM,RTI shall not divest ownership of standard MOM instance attributes,shall not,mom_runtime,negative integration test,test_mom_internal_object_instances_remain_rti_owned_without_non_rti_attribute_owners,mapped
HLA1516.1-MOM-11.3-001,IEEE 1516.1-2010,11.3,MOM,RTI shall support MOM interaction classes according to their defined roles,shall,mom_runtime,verification slice,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.3-002,IEEE 1516.1-2010,11.3,MOM,RTI shall act on MOM adjustment interactions,shall,mom_actions,integration test,test_strict_mom_rejects_invalid_boolean_payload_and_accepts_valid_service_reporting_adjust,mapped
HLA1516.1-MOM-11.3-003,IEEE 1516.1-2010,11.3,MOM,RTI shall act on MOM request interactions by sending corresponding report interactions,shall,mom_reporting,observer verification slice,test_mom_observer_slice_reconstructs_mim_request_report_exchange,mapped
HLA1516.1-MOM-11.3-004,IEEE 1516.1-2010,11.3,MOM,RTI shall send MOM report interactions,shall,mom_reporting,integration test,test_mom_report_payload_uses_exact_mim_catalog_parameters,mapped
HLA1516.1-MOM-11.3-005,IEEE 1516.1-2010,11.3,MOM,RTI shall act on MOM service interactions by invoking HLA services on behalf of another federate,shall,mom_actions,integration test,test_mom_service_action_can_drive_time_management_service,mapped
HLA1516.1-MOM-11.3-006,IEEE 1516.1-2010,11.3,MOM,RTI shall not emit the corresponding positive MOM report interaction when a MOM request action or federate-sent MOM report interaction is rejected,shall not,mom_reporting,negative integration test,test_rejected_mom_report_request_does_not_emit_positive_mim_report,mapped
HLA1516.1-MOM-11.3.1-001,IEEE 1516.1-2010,11.3.1,MOM,RTI shall publish MOM report interactions at the leaf class level,shall,mom_reporting,integration test,test_mom_report_payload_uses_exact_mim_catalog_parameters,mapped
HLA1516.1-MOM-11.3.1-002,IEEE 1516.1-2010,11.3.1,MOM,RTI shall ignore added nonstandard parameters when receiving MOM interactions,shall,mom_actions,negative integration test,test_mom_receive_path_ignores_added_nonstandard_parameters_in_non_strict_mode,mapped
HLA1516.1-MOM-11.4-001,IEEE 1516.1-2010,11.4,MOM,RTI shall apply MOM-specific RTI characteristics defined by the standard rather than behaving as a normal joined federate,shall,mom_runtime,verification slice,test_mom_runtime_does_not_join_as_time_managed_federate,mapped
HLA1516.1-MOM-11.4.1-001,IEEE 1516.1-2010,11.4.1,MOM,RTI shall publish all MOM leaf object classes designated as published in the MOM tables,shall,mom_runtime,verification slice,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.4.1-002,IEEE 1516.1-2010,11.4.1,MOM,RTI shall publish all required attributes for published MOM object classes,shall,mom_runtime,verification slice,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.4.1-003,IEEE 1516.1-2010,11.4.1,MOM,RTI shall publish all MOM leaf interaction classes designated as published,shall,mom_runtime,verification slice,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.4.1-004,IEEE 1516.1-2010,11.4.1,MOM,RTI shall subscribe to MOM leaf interaction classes designated as subscribed,shall,mom_runtime,verification slice,test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped
HLA1516.1-MOM-11.4.1-005,IEEE 1516.1-2010,11.4.1,MOM,RTI shall be neither time regulating nor time constrained,shall,mom_runtime,negative integration test,test_mom_runtime_does_not_join_as_time_managed_federate,mapped
HLA1516.1-MOM-11.4.1-006,IEEE 1516.1-2010,11.4.1,MOM,RTI shall never provide timestamps or retraction handles for MOM messages,shall,mom_runtime,negative integration test,test_mom_internal_traffic_uses_receive_order_reliable_transport_and_no_time_metadata,mapped
HLA1516.1-MOM-11.4.1-007,IEEE 1516.1-2010,11.4.1,MOM,RTI shall not engage in ownership transfer of MOM instance attributes,shall not,mom_runtime,negative integration test,test_mom_internal_object_instances_remain_rti_owned_without_non_rti_attribute_owners,mapped
HLA1516.1-MOM-11.4.1-008,IEEE 1516.1-2010,11.4.1,MOM,RTI shall not modify transportation or order type of MOM attributes or interactions,shall not,mom_runtime,negative integration test,test_mom_internal_traffic_uses_receive_order_reliable_transport_and_no_time_metadata,mapped
HLA1516.1-MOM-11.4.1-009,IEEE 1516.1-2010,11.4.1,MOM,RTI shall not use DDM services with MOM except where specifically defined,shall not,mom_runtime,negative integration test,test_mom_classes_reject_ddm_region_services,mapped
HLA1516.1-MOM-11.5-001,IEEE 1516.1-2010,11.5,MOM,RTI shall send service invocation reports when service reporting is enabled,shall,mom_reporting,observer verification slice,test_mom_observer_slice_reconstructs_service_invocation_reporting,mapped
HLA1516.1-MOM-11.5-002,IEEE 1516.1-2010,11.5,MOM,RTI shall determine each federate service reporting behavior from the service reporting switch state,shall,mom_reporting,integration test,test_strict_mom_rejects_invalid_boolean_payload_and_accepts_valid_service_reporting_adjust,mapped
HLA1516.1-MOM-11.5-003,IEEE 1516.1-2010,11.5,MOM,RTI shall not emit HLAreportServiceInvocation when the triggering MOM adjustment or request is rejected before the corresponding service action succeeds,shall not,mom_reporting,negative integration test,test_rejected_mom_adjustment_emits_exception_but_not_service_invocation_report,mapped
HLA1516.1-MOM-11.5-004,IEEE 1516.1-2010,11.5,MOM,RTI shall report standard MOM exception information when exception reporting is enabled,shall,mom_reporting,negative integration test,test_rejected_mom_adjustment_emits_exception_but_not_service_invocation_report,mapped
HLA1516.1-MOM-11.6-001,IEEE 1516.1-2010,11.6,MOM,MOM table information shall appear in all compliant FOMs and shall not be altered,shall,mom_catalog,catalog invariant test,test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration,mapped
