category,path_or_owner,name,parent_path,data_type,update_type,ownership,sharing,transportation,order,dimensions,semantics
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionPublication,HLAinteractionClassList,,HLAhandleList,,,,,,,"List of interaction classes that the joined federate is publishing. This parameter
                           shall be an empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAnumberOfClasses,,HLAcount,,,,,,,"The number of object class and passive indicator combinations for which the joined
                           federate subscribes to attributes. This information shall reflect related DDM usage. This
                           parameter shall be 0 in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAobjectClass,,HLAhandle,,,,,,,"The object class whose subscription is being reported. This parameter shall be
                           omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAactive,,HLAboolean,,,,,,,"Whether the subscription is active. This parameter shall be omitted in a NULL
                           response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAmaxUpdateRate,,HLAupdateRateName,,,,,,,"Name of the maximum subscribed update rate. This parameter shall be omitted in a NULL
                           response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of class attributes to which the joined federate is subscribing. This
                           parameter shall be omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionSubscription,HLAinteractionClassList,,HLAinteractionSubList,,,,,,,"List of interaction class/subscription type pairs. Each pair consists of the handle
                           of an interaction class that the joined federate is subscribed to and whether the joined
                           federate is actively subscribing. This information shall reflect related DDM usage. This
                           parameter shall be an empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstancesThatCanBeDeleted,HLAobjectInstanceCounts,,HLAobjectClassBasedCounts,,,,,,,"A list of object instance counts. Each object instance count consists of an object
                           class handle and the number of object instances of that class. This parameter shall be an
                           empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstancesUpdated,HLAobjectInstanceCounts,,HLAobjectClassBasedCounts,,,,,,,"List of object instance counts. Each object instance count consists of an object
                           class handle and the number of object instances of that class. This parameter shall be an
                           empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstancesReflected,HLAobjectInstanceCounts,,HLAobjectClassBasedCounts,,,,,,,"List of object instance counts. Each object instance count consists of an object
                           class handle and the number of object instances of that class. This parameter shall be an
                           empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportUpdatesSent,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in sending updates
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportUpdatesSent,HLAupdateCounts,,HLAobjectClassBasedCounts,,,,,,,"List of update counts. Each update count consists of an object class handle and the
                           number of updates sent of that class. If no updates of instance attributes of any object
                           instances of any class for a given transportation type have been sent, then the RTI shall
                           send a HLAmanager.HLAfederate. HLAreport.HLAreportUpdatesSent interaction for that
                           transportation type. However, no HLAobjectClassBasedCount elements at all shall appear in the
                           HLAobjectClassBased Count array for that interaction of that transportation type. In other
                           words, the HLAreportUpdatesSent interaction that is sent for that transportation type will
                           have an empty HLAobjectClassBasedCount array. If no updates of instance attributes of any
                           object instances of a given class for a given transportation type have been sent, then no
                           HLAobjectClassBasedCount element for that object class shall be in the
                           HLAobjectClassBasedCount array of the HLAmanager.HLAfederate.HLAreport.HLAreportUpdatesSent
                           interaction for that transportation type. This parameter shall be an empty list in a NULL
                           response for the given transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportReflectionsReceived,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in receiving reflections
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportReflectionsReceived,HLAreflectCounts,,HLAobjectClassBasedCounts,,,,,,,"List of reflection counts. Each reflection count consists of an object class handle
                           and the number of reflections received of that class. If no reflects of instance attributes
                           of any object instances of any class for a given transportation type have been received, then
                           the RTI shall send a HLAmanager.HLAfederate.HLAreport.HLAreportReflectionsReceived
                           interaction for that transportation type. However, no HLAobjectClassBasedCount elements at
                           all shall appear in the HLAobjectClassBasedCount array for that interaction of that
                           transportation type. In other words, the HLAreportReflectionsReceived interaction that is
                           sent for that transportation type shall have an empty HLAobjectClassBasedCount array. If no
                           reflects of instance attributes of any object instances of a given class for a given
                           transportation type have been received, then no HLAobjectClassBasedCount element for that
                           object class shall be in the HLAobjectClassBasedCount array of the HLAmanager.
                           HLAfederate.HLAreport.HLAreportReflectionsReceived interaction for that transportation type.
                           This parameter shall be an empty list in a NULL response for the given transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsSent,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in sending interactions
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsSent,HLAinteractionCounts,,HLAinteractionCounts,,,,,,,"List of interaction counts. Each interaction count consists of an interaction class
                           handle and the number of interactions of that class. This information shall reflect related
                           DDM usage. This parameter shall be an empty list in a NULL response for the given
                           transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsReceived,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in receiving interactions
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsReceived,HLAinteractionCounts,,HLAinteractionCounts,,,,,,,"List of interaction counts. Each interaction count consists of an interaction class
                           handle and the number of interactions of that class. This parameter shall be an empty list in
                           a NULL response for the given transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstanceInformation,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance for which the interaction was sent
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstanceInformation,HLAownedInstanceAttributeList,,HLAhandleList,,,,,,,"List of the handles of all instance attributes, of the object instance, owned by the
                           joined federate. This parameter shall be an empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstanceInformation,HLAregisteredClass,,HLAhandle,,,,,,,"Handle of the registered class of the object instance. This parameter shall be
                           omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstanceInformation,HLAknownClass,,HLAhandle,,,,,,,"Handle of the known class of the object instance at the joined federate. This
                           parameter shall be omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportException,HLAservice,,HLAunicodeString,,,,,,,"In the case in which the HLAreportMOMexception interaction is sent by the RTI because
                           a service interaction (an interaction that imitates a federate's invocation of an HLA
                           service) was sent and not all of the service's preconditions are met, the value of this
                           parameter shall be the name of the HLAinteractionRoot.HLA.Manager.HLAfederate.HLAservice
                           interaction that was sent. In the case in which the HLAreportMOMexception interaction is sent
                           by the RTI because a MOM interaction without all of the necessary parameters was sent, the
                           value of this parameter shall be the name of the class of the interaction that was sent. The
                           name of the interaction class provided shall always be fully qualified, as defined in the
                           OMT, so as to avoid potential ambiguities."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportException,HLAexception,,HLAunicodeString,,,,,,,Textual depiction of the exception.
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAservice,,HLAunicodeString,,,,,,,Textual name of the service
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAsuccessIndicator,,HLAboolean,,,,,,,"Whether the service invocation was successful. Exception values are returned along
                           with HLAfalse value"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAsuppliedArguments,,HLAargumentList,,,,,,,Textual depiction of the arguments supplied in the service invocation
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAreturnedArguments,,HLAargumentList,,,,,,,"Textual depiction of the argument returned by the service invocation. The list is
                           null if the service does not normally return a value or if HLAsuccessIndicator is HLAfalse.
                           Each returned argument is an element on the list. The number of returned arguments depends
                           upon the service narrative and not any particular API and services may have more than one
                           returned argument."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAexception,,HLAunicodeString,,,,,,,"Textual depiction of the exception raised by this service invocation (null if
                           HLAsuccessIndicator is HLAtrue)"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAserialNumber,,HLAcount,,,,,,,"This is a per-joined federate serial number that shall start at zero and shall
                           increment by 1 for each HLAmanager.HLAfederate.HLAreport HLAreportServiceInvocation
                           interaction that represents service invocations to or from the respective joined federate."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportMOMexception,HLAservice,,HLAunicodeString,,,,,,,Name of the service interaction that had a problem or raised the exception
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportMOMexception,HLAexception,,HLAunicodeString,,,,,,,Textual depiction of the problem/exception
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportMOMexception,HLAparameterError,,HLAboolean,,,,,,,"HLAtrue if there was an incorrect number of interaction parameters or a parameter was
                           incorrectly formatted, HLAfalse otherwise"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost,HLAfederateName,,HLAunicodeString,,,,,,,Name of the lost joined federate
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost,HLAtimeStamp,,HLAlogicalTime,,,,,,,Last-known-good timestamp to which the lost joined federate was granted
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost,HLAfaultDescription,,HLAunicodeString,,,,,,,Human-readable description of the fault
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData,HLAFOMmoduleIndicator,,HLAindex,,,,,,,Indicates order number of reported FOM module
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData,HLAFOMmoduleData,,HLAunicodeString,,,,,,,Contents of the reported FOM module
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,HLAresignAction,,HLAresignAction,,,,,,,Action that the RTI is to take in conjunction with the resignation
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,HLAlabel,,HLAunicodeString,,,,,,,Label associated with the synchronization point
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,HLAsuccessIndicator,,HLAboolean,,,,,,,Whether the federate save was successful
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,HLAsuccessIndicator,,HLAboolean,,,,,,,Whether the restore was successful
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,HLAobjectClass,,HLAhandle,,,,,,,Object class for which the joined federate's publication shall change
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of attributes of HLAobjectClass, that the joined federate shall now
                           publish"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,HLAobjectClass,,HLAhandle,,,,,,,Object class for which the joined federate's unpublication shall change
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of attributes of HLAobjectClass, that the joined federate shall now
                           unpublish"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,HLAinteractionClass,,HLAhandle,,,,,,,Interaction class that the joined federate shall publish
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,HLAinteractionClass,,HLAhandle,,,,,,,Interaction class that the joined federate shall no longer publish
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,HLAobjectClass,,HLAhandle,,,,,,,Object class for which the joined federate's subscription shall change
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of attributes of HLAobjectClass to which the joined federate shall
                           now subscribe"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,HLAactive,,HLAboolean,,,,,,,Whether the subscription is active
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes,HLAobjectClass,,HLAhandle,,,,,,,Object class for which the joined federate's subscription shall change
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of attributes of HLAobjectClass to which the joined federate shall
                           now unsubscribe"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,HLAinteractionClass,,HLAhandle,,,,,,,Interaction class to which the federate shall subscribe
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,HLAactive,,HLAboolean,,,,,,,Whether the subscription is active
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeInteractionClass,HLAinteractionClass,,HLAhandle,,,,,,,Interaction class to which the joined federate will no longer be subscribed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance that is to be deleted
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,HLAtag,,HLAopaqueData,,,,,,,Tag associated with the deletion
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,HLAtimeStamp,,HLAlogicalTime,,,,,,,Time stamp of the deletion (optional)
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance that is to be deleted
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance whose attribute transportation type is to be changed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,HLAattributeList,,HLAhandleList,,,,,,,List of the handles of instance attributes whose transportation type is to be changed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type to be used for updating instance attributes in the list
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,HLAinteractionClass,,HLAhandle,,,,,,,Interaction class whose transportation type is changed by this service invocation
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type to be used for sending the interaction class
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance whose attributes' ownership is to be divested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of instance attributes belonging to HLAobjectInstance whose ownership
                           is to be divested by the joined federate"
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,HLAlookahead,,HLAtimeInterval,,,,,,,Lookahead to be used by the joined federate while regulating other joined federates
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,HLAtimeStamp,,HLAlogicalTime,,,,,,,Time stamp requested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,HLAtimeStamp,,HLAlogicalTime,,,,,,,Time stamp requested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,HLAtimeStamp,,HLAlogicalTime,,,,,,,Time stamp requested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,HLAtimeStamp,,HLAlogicalTime,,,,,,,Time stamp requested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,HLAtimeStamp,,HLAlogicalTime,,,,,,,Time stamp requested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,HLAlookahead,,HLAtimeInterval,,,,,,,New value for lookahead
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeAttributeOrderType,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance whose attribute order type is to be changed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeAttributeOrderType,HLAattributeList,,HLAhandleList,,,,,,,List of the handles of instance attributes whose order type is to be changed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeAttributeOrderType,HLAsendOrder,,HLAorderType,,,,,,,Order type to be used for sending the instance attribute list
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeInteractionOrderType,HLAinteractionClass,,HLAhandle,,,,,,,Interaction class whose order type is changed by this service invocation
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeInteractionOrderType,HLAsendOrder,,HLAorderType,,,,,,,Order type to be used for sending the interaction class
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAadjust.HLAsetSwitches,HLAautoProvide,,HLAswitch,,,,,,,Set the federation-wide Auto-Provide Switch to the provided value.
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestFOMmoduleData,HLAFOMmoduleIndicator,,HLAindex,,,,,,,Indicates order number of requested FOM module
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPoints,HLAsyncPoints,,HLAsynchPointList,,,,,,,List of the in progress federation execution synchronization points
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPointStatus,HLAsyncPointName,,HLAunicodeString,,,,,,,Name of a particular synchronization point
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPointStatus,HLAsyncPointFederates,,HLAsynchPointFederateList,,,,,,,"List of each federate (and its synchronization status) associated with the particular
                           synchronization point"
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportFOMmoduleData,HLAFOMmoduleIndicator,,HLAindex,,,,,,,Indicates order number of reported FOM module
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportFOMmoduleData,HLAFOMmoduleData,,HLAunicodeString,,,,,,,Contents of the reported FOM module
parameter,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportMIMdata,HLAMIMdata,,HLAunicodeString,,,,,,,Contents of the reported MIM
datatype,basicDataRepresentations,HLAinteger16BE,,,,,,,,,basicData; ; 16-bit two's complement signed integer. The most significant bit contains the sign.; 
datatype,basicDataRepresentations,HLAinteger32BE,,,,,,,,,basicData; ; 32-bit two's complement signed integer. The most significant bit contains the sign.; 
datatype,basicDataRepresentations,HLAinteger64BE,,,,,,,,,basicData; ; 64-bit two's complement signed integer first. The most significant bit contains the sign.; 
datatype,basicDataRepresentations,HLAfloat32BE,,,,,,,,,basicData; ; 32-bit IEEE normalized single-precision format. See IEEE Std 754-1985; 
datatype,basicDataRepresentations,HLAfloat64BE,,,,,,,,,basicData; ; 64-bit IEEE normalized double-precision format. See IEEE Std 754-1985; 
datatype,basicDataRepresentations,HLAoctetPairBE,,,,,,,,,basicData; ; Assumed to be portable among devices.; 
datatype,basicDataRepresentations,HLAinteger16LE,,,,,,,,,basicData; ; 16-bit two's complement signed integer. The most significant bit contains the sign.; 
datatype,basicDataRepresentations,HLAinteger32LE,,,,,,,,,basicData; ; 32-bit two's complement signed integer. The most significant bit contains the sign.; 
datatype,basicDataRepresentations,HLAinteger64LE,,,,,,,,,basicData; ; 64-bit two's complement signed integer first. The most significant bit contains the sign.; 
datatype,basicDataRepresentations,HLAfloat32LE,,,,,,,,,basicData; ; 32-bit IEEE normalized single-precision format. See IEEE Std 754-1985; 
datatype,basicDataRepresentations,HLAfloat64LE,,,,,,,,,basicData; ; 64-bit IEEE normalized double-precision format. See IEEE Std 754-1985; 
datatype,basicDataRepresentations,HLAoctetPairLE,,,,,,,,,basicData; ; Assumed to be portable among hardware devices.; 
datatype,basicDataRepresentations,HLAoctet,,,,,,,,,basicData; ; Assumed to be portable among hardware devices.; 
datatype,simpleDataTypes,HLAASCIIchar,,,,,,,,,simpleData; HLAoctet; ; Standard ASCII character (see ANSI Std x3.4-1986)
datatype,simpleDataTypes,HLAunicodeChar,,,,,,,,,"simpleData; HLAoctetPairBE; ; Unicode UTF-16 character (see The Unicode Standard, Version 3.0)"
datatype,simpleDataTypes,HLAbyte,,,,,,,,,simpleData; HLAoctet; ; Uninterpreted 8-bit byte
datatype,simpleDataTypes,HLAcount,,,,,,,,,simpleData; HLAinteger32BE; ; NA
datatype,simpleDataTypes,HLAseconds,,,,,,,,,simpleData; HLAinteger32BE; ; NA
datatype,simpleDataTypes,HLAmsec,,,,,,,,,simpleData; HLAinteger32BE; ; NA
datatype,simpleDataTypes,HLAnormalizedFederateHandle,,,,,,,,,"simpleData; HLAinteger32BE; ; The type of the normalized value of a federate handle as returned by the Normalize Federate
               Handle service. The value is appropriate for defining the range of the HLAfederate dimension for regions
               with this dimension."
datatype,simpleDataTypes,HLAindex,,,,,,,,,simpleData; HLAinteger32BE; ; NA
datatype,simpleDataTypes,HLAinteger64Time,,,,,,,,,simpleData; HLAinteger64BE; ; Standardized 64 bit integer time
datatype,simpleDataTypes,HLAfloat64Time,,,,,,,,,simpleData; HLAfloat64BE; ; Standardized 64 bit float time
datatype,enumeratedDataTypes,HLAboolean,,,,,,,,,enumeratedData; HLAinteger32BE; ; Standard boolean type
datatype,enumeratedDataTypes,HLAfederateState,,,,,,,,,enumeratedData; HLAinteger32BE; ; State of the federate
datatype,enumeratedDataTypes,HLAtimeState,,,,,,,,,enumeratedData; HLAinteger32BE; ; State of time advancement
datatype,enumeratedDataTypes,HLAownership,,,,,,,,,enumeratedData; HLAinteger32BE; ; NA
datatype,enumeratedDataTypes,HLAresignAction,,,,,,,,,enumeratedData; HLAinteger32BE; ; Action to be performed by RTI in conjunction with resignation
datatype,enumeratedDataTypes,HLAorderType,,,,,,,,,enumeratedData; HLAinteger32BE; ; Order type to be used for sending attributes or interactions
datatype,enumeratedDataTypes,HLAswitch,,,,,,,,,enumeratedData; HLAinteger32BE; ; NA
datatype,enumeratedDataTypes,HLAsynchPointStatus,,,,,,,,,enumeratedData; HLAinteger32BE; ; Joined federate synchronization point status
datatype,enumeratedDataTypes,HLAnormalizedServiceGroup,,,,,,,,,enumeratedData; HLAinteger32BE; ; Service group identifier
datatype,arrayDataTypes,HLAASCIIstring,,HLAASCIIchar,,,,,,,arrayData; ; HLAvariableArray; ASCII string representation
datatype,arrayDataTypes,HLAunicodeString,,HLAunicodeChar,,,,,,,arrayData; ; HLAvariableArray; Unicode string representation
datatype,arrayDataTypes,HLAopaqueData,,HLAbyte,,,,,,,arrayData; ; HLAvariableArray; Uninterpreted sequence of bytes
datatype,arrayDataTypes,HLAtoken,,HLAbyte,,,,,,,arrayData; ; HLAfixedArray; 
datatype,arrayDataTypes,HLAhandle,,HLAbyte,,,,,,,arrayData; ; HLAvariableArray; Encoded value of a handle. The encoding is based on the type of handle
datatype,arrayDataTypes,HLAtransportationName,,HLAunicodeChar,,,,,,,"arrayData; ; HLAvariableArray; String whose legal value shall be a name from any row in the OMT transportation table (IEEE Std
               1516.2-2010)"
datatype,arrayDataTypes,HLAupdateRateName,,HLAunicodeChar,,,,,,,"arrayData; ; HLAvariableArray; String whose legal value shall be a name from any row in the OMT update rate table (IEEE Std
               1516.2-2010)"
datatype,arrayDataTypes,HLAlogicalTime,,HLAbyte,,,,,,,arrayData; ; HLAvariableArray; An encoded logical time. An empty array shall indicate that the values is not defined
datatype,arrayDataTypes,HLAtimeInterval,,HLAbyte,,,,,,,arrayData; ; HLAvariableArray; An encoded logical time interval. An empty array shall indicate that the values is not defined
datatype,arrayDataTypes,HLAhandleList,,HLAhandle,,,,,,,arrayData; ; HLAvariableArray; List of encoded handles
datatype,arrayDataTypes,HLAinteractionSubList,,HLAinteractionSubscription,,,,,,,arrayData; ; HLAvariableArray; List of interaction subscription indicators
datatype,arrayDataTypes,HLAargumentList,,HLAunicodeString,,,,,,,arrayData; ; HLAvariableArray; List of arguments
datatype,arrayDataTypes,HLAobjectClassBasedCounts,,HLAobjectClassBasedCount,,,,,,,"arrayData; ; HLAvariableArray; List of counts of various items based on object class. In all MOM interactions that have a
               parameter of datatype HLAobjectClassBased- Counts, if an HLAobjectClassBasedCount element of the
               HLAobjectClassBasedCounts array would have a value (object class, 0), the HLAobjectClassBasedCount
               element shall not be present in the HLAobjectClassBasedCounts array. In other words, only HLAobject-
               ClassBasedCount elements that have positive counts shall be present in an HLAobjectClassBasedCounts
               array. From this, it follows that if all object class counts have a zero value, then the HLAobjectClass-
               BasedCounts array shall not have any elements in it; it shall be an empty HLAobjectClassBasedCounts
               array."
datatype,arrayDataTypes,HLAinteractionCounts,,HLAinteractionCount,,,,,,,"arrayData; ; HLAvariableArray; List of interaction counts. In all MOM interactions that have a parameter of datatype
               HLAinteractionCounts, if an HLAinteractionCount element of the HLAinteractionCounts array would have a
               value (interaction class, 0), the HLAinteractionCount element shall not be present in the
               HLAinteractionCounts array. In other words, only HLAinteractionCount elements that have positive counts
               shall be present in an HLAinteractionCounts array. From this, it follows that if all interaction class
               counts have a zero value, then the HLAinteractionCounts array shall not have any elements in it; it shall
               be an empty HLAinteractionCounts array."
datatype,arrayDataTypes,HLAsynchPointList,,HLAunicodeString,,,,,,,arrayData; ; HLAvariableArray; List of names of synchronization points.
datatype,arrayDataTypes,HLAsynchPointFederateList,,HLAsynchPointFederate,,,,,,,arrayData; ; HLAvariableArray; List of joined federates and the synchronization status of each.
datatype,arrayDataTypes,HLAmoduleDesignatorList,,HLAunicodeString,,,,,,,arrayData; ; HLAvariableArray; List of designators of FOM modules.
datatype,fixedRecordDataTypes,HLAinteractionSubscription,,,,,,,,,fixedRecordData; ; HLAfixedRecord; Interaction subscription information
datatype,fixedRecordDataTypes,HLAobjectClassBasedCount,,,,,,,,,fixedRecordData; ; HLAfixedRecord; Object class and count of associated items
datatype,fixedRecordDataTypes,HLAinteractionCount,,,,,,,,,fixedRecordData; ; HLAfixedRecord; Count of interactions of a class
datatype,fixedRecordDataTypes,HLAsynchPointFederate,,,,,,,,,fixedRecordData; ; HLAfixedRecord; A particular joined federate and its synchronization point status
